name,formatted_address,電話,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
sum冠晟汽車,911台灣屏東縣竹田鄉潮州路70-18號,08 789 9388,,,,,,,,,,,,,,,,,,,,,,,
SUM宥辰汽車,950台灣台東縣台東市漢中街106號,0932 309 013,,,,,,,,,,,,,,,,,,,,,,,
SUM勝煌優質中古二手車商,909台灣屏東縣麟洛鄉中山路20號,08 721 5670,,,,,,,,,,,,,,,,,,,,,,,
SUM進興汽車-岡山店,820台灣高雄市岡山區中山南路419號,07 624 5855,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,920台灣屏東縣潮州鎮潮州路1號,08 780 7919,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,928台灣屏東縣東港鎮船頭路25之297附2號,08 832 6912,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,932台灣屏東縣新園鄉臥龍路500之6號,08 832 1111,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,950台灣台東縣台東市正氣北路617之1號,08 922 5066,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,950台灣台東縣台東市開封街760號,08 935 2225,,,,,,,,,,,,,,,,,,,,,,,
仁武修車,815台灣高雄市大社區保社里,,,,,,,,,,,,,,,,,,,,,,,,
舜成汽車保養廠,926台灣屏東縣南州鄉人和路1-1號,,,,,,,,,,,,,,,,,,,,,,,,
鴻銘汽車商行,356台灣苗栗縣後龍鎮中華路716巷42號,,,,,,,,,,,,,,,,,,,,,,,,
星速車業,734台灣台南市六甲區中山路271號,,,,,,,,,,,,,,,,,,,,,,,,
金田車行,526台灣彰化縣二林鎮二城路13號,,,,,,,,,,,,,,,,,,,,,,,,
連晟汽車廠,906台灣屏東縣高樹鄉華興路96號,,,,,,,,,,,,,,,,,,,,,,,,
善華汽車電機行,956台灣台東縣關山鎮順興路11之5號,,,,,,,,,,,,,,,,,,,,,,,,
宗興汽車保養廠,530台灣彰化縣二水鄉民生路106號,,,,,,,,,,,,,,,,,,,,,,,,
鑫德汽車修護場,736台灣台南市柳營區163-3號,,,,,,,,,,,,,,,,,,,,,,,,
冀善堂,368台灣苗栗縣西湖鄉,,,,,,,,,,,,,,,,,,,,,,,,
勝豐汽車保修廠,524台灣彰化縣溪州鄉下田路7之16號,,,,,,,,,,,,,,,,,,,,,,,,
學成輪胎行,616台灣嘉義縣新港鄉新中路205號附6號,,,,,,,,,,,,,,,,,,,,,,,,
車埕站,553台灣南投縣水里鄉民權巷2號號,,,,,,,,,,,,,,,,,,,,,,,,
豐寶汽車,726台灣台南市學甲區中洲里,,,,,,,,,,,,,,,,,,,,,,,,
昇盟汽車保養廠,300台灣新竹市東區光復路一段68號,,,,,,,,,,,,,,,,,,,,,,,,
三順修車行,603台灣嘉义县梅山乡内山公路603號,,,,,,,,,,,,,,,,,,,,,,,,
內灣車站,312台灣新竹縣橫山鄉橫山312號,,,,,,,,,,,,,,,,,,,,,,,,
車城,944台灣屏東縣車城鄉,,,,,,,,,,,,,,,,,,,,,,,,
田邊一家修車店-宏銘,653台灣雲林縣口湖鄉謝厝寮分 線,,,,,,,,,,,,,,,,,,,,,,,,
信誠車業陳老闆,307台灣新竹縣芎林鄉文華街140 巷 號,,,,,,,,,,,,,,,,,,,,,,,,
立盛汽車,357台灣苗栗縣通霄鎮,,,,,,,,,,,,,,,,,,,,,,,,
興輪汽車修理廠,367台灣苗栗縣三義鄉尖豐公路308號,,,,,,,,,,,,,,,,,,,,,,,,
明源汽車,636台灣雲林縣台西鄉三 姓 路 28 號,,,,,,,,,,,,,,,,,,,,,,,,
莿桐修車廠,647台灣雲林縣莿桐鄉和平路157號,,,,,,,,,,,,,,,,,,,,,,,,
新埤,925台灣屏東縣新埤鄉,,,,,,,,,,,,,,,,,,,,,,,,
日翔汽車保修廠,714台灣台南市玉井區中山路75-4號,,,,,,,,,,,,,,,,,,,,,,,,
阿寶汽車保養場,946台灣屏東縣恆春鎮復興路163號,,,,,,,,,,,,,,,,,,,,,,,,
下崙義盛淓汽車工坊,653台灣雲林縣口湖鄉東安路91-12號,,,,,,,,,,,,,,,,,,,,,,,,
駿隆汽車保養廠,310台灣新竹縣竹東鎮中正路39號,,,,,,,,,,,,,,,,,,,,,,,,
永吉汽車修護,622台灣嘉義縣大林鎮民生路78號,05 265 3699,,,,,,,,,,,,,,,,,,,,,,,
僑興汽車修理廠,260台灣宜蘭縣宜蘭市中山路五段258號,03 928 6768,,,,,,,,,,,,,,,,,,,,,,,
興隆汽車保養場,606台灣嘉義縣中埔鄉中正路350號,05 253 0120,,,,,,,,,,,,,,,,,,,,,,,
ACDelco榮陞汽車保養廠-美濃,843台灣高雄市美濃區獅山里龜山街28-13號22°51'04. 120°33'55.,07 685 0546,,,,,,,,,,,,,,,,,,,,,,,
家倫汽車保養廠（陳憶順）,956台灣台東縣關山鎮順興路6號,08 981 4102,,,,,,,,,,,,,,,,,,,,,,,
永順汽車,524台灣彰化縣二林鎮建國路292號,04 895 5512,,,,,,,,,,,,,,,,,,,,,,,
萬達汽車修配廠,527台灣彰化縣大城鄉大山路699號,04 894 7243,,,,,,,,,,,,,,,,,,,,,,,
宣瑩環保有限公司,"86 號, 中央路大城鄉彰化縣台灣 527",04 894 1558,,,,,,,,,,,,,,,,,,,,,,,
巨利企業社,262台灣宜蘭縣礁溪鄉礁溪路六段102號,03 988 4281,,,,,,,,,,,,,,,,,,,,,,,
正宜汽車變速鄉專業廠,635台灣雲林縣東勢鄉72 之 13 號,0918 557 848,,,,,,,,,,,,,,,,,,,,,,,
HOT保修大聯盟 上湧汽車,648台灣雲林縣西螺鎮市場北路２５２號,05 588 2758,,,,,,,,,,,,,,,,,,,,,,,
青洲汽車保修廠,636台灣雲林縣台西鄉民族路246號,05 698 6661,,,,,,,,,,,,,,,,,,,,,,,
如新洗車保養廠,940台灣屏東縣枋寮鄉隆山路334號,08 878 2248,,,,,,,,,,,,,,,,,,,,,,,
醬子汽車修護工場,624台灣嘉義縣義竹鄉頭竹村頭竹圍10鄰124號-8,0937 699 321,,,,,,,,,,,,,,,,,,,,,,,
晨揚有限公司,606台灣嘉義縣中埔鄉中正路594號,05 253 7061,,,,,,,,,,,,,,,,,,,,,,,
LUNZI倫仔工作坊,904台灣屏東縣九如鄉中正路155號,0920 140 024,,,,,,,,,,,,,,,,,,,,,,,
建明汽車修護廠,353台灣苗栗縣南庄鄉68號,03 783 1656,,,,,,,,,,,,,,,,,,,,,,,
GE台北車庫-新竹外匯車商,310台灣新竹縣竹東鎮光明路556巷2號,03 582 2257,,,,,,,,,,,,,,,,,,,,,,,
明和汽車企業社,905台灣屏東縣里港鄉387號,08 772 1798,,,,,,,,,,,,,,,,,,,,,,,
永順汽車保養廠,621台灣嘉義縣民雄鄉民雄,05 226 0911,,,,,,,,,,,,,,,,,,,,,,,
HOT保修大聯盟 亦榮發汽車,630台灣雲林縣斗南鎮延平路三段89之7號,05 595 1089,,,,,,,,,,,,,,,,,,,,,,,
宏儒汽車,325台灣桃園市龍潭區中豐路上林段502號,03 479 0931,,,,,,,,,,,,,,,,,,,,,,,
義勝汽車修配廠,558台灣南投縣鹿谷鄉鹿彰路107號,04 9275 3751,,,,,,,,,,,,,,,,,,,,,,,
成泰輪胎行,551台灣南投縣名間鄉名竹路246號,04 9273 5660,,,,,,,,,,,,,,,,,,,,,,,
路路安汽修連鎖-枋寮弘匠店,"號, No. 662中正大路枋寮鄉屏東縣台灣 940",08 871 5002,,,,,,,,,,,,,,,,,,,,,,,
墾丁國家公園,台灣屏東縣,08 886 1321,,,,,,,,,,,,,,,,,,,,,,,
全德汽車保養廠,613台灣嘉義縣朴子市大鄉里大槺榔1380號,05 370 1085,,,,,,,,,,,,,,,,,,,,,,,
金宜興汽車修配廠,261台灣宜蘭縣頭城鎮青雲路一段238號,03 988 3738,,,,,,,,,,,,,,,,,,,,,,,
新吉祥汽車保養場-汽車拖吊、24小時道路救援,558台灣南投縣鹿谷鄉中正路一段272號,04 9275 1759,,,,,,,,,,,,,,,,,,,,,,,
全志汽車,824台灣燕巢區安招路122號,0932 739 944,,,,,,,,,,,,,,,,,,,,,,,
協和汽車保修廠,905台灣屏東縣里港鄉鄉里嶺路97號905,08 775 5979,,,,,,,,,,,,,,,,,,,,,,,
震昌汽車冷氣音響電機行,907台灣屏東縣鹽埔鄉維新路27號之10號,08 793 5078,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 新尚汽車,523台灣彰化縣埤頭鄉彰水路一段99號,0980 560 349,,,,,,,,,,,,,,,,,,,,,,,
新隆輪胎行,946台灣屏東縣恆春鎮恆南路71-3號,08 889 6962,,,,,,,,,,,,,,,,,,,,,,,
允進汽車企業社,956台灣台東縣關山鎮和平路119之2號,08 981 1725,,,,,,,,,,,,,,,,,,,,,,,
三芝祥鵬汽車,252台灣新北市三芝區62 之 3 號,0910 085 137,,,,,,,,,,,,,,,,,,,,,,,
永勝汽車保養所,310台灣新竹縣竹東鎮北興路一段72號,03 596 4146,,,,,,,,,,,,,,,,,,,,,,,
振農汽車(振農工作所),904台灣屏東縣九如鄉九如路三段566號號,0935 263 387,,,,,,,,,,,,,,,,,,,,,,,
正隆汽車修配,208台灣新北市金山區民生路53號,02 2498 2133,,,,,,,,,,,,,,,,,,,,,,,
宏松汽車,208台灣新北市金山區中華路269-261號,02 2498 4054,,,,,,,,,,,,,,,,,,,,,,,
元寶汽車企業社,963台灣台東縣太麻里鄉外環路119號,08 978 2845,,,,,,,,,,,,,,,,,,,,,,,
Mobil 1車養護 千久保修廠,364台灣苗栗縣大湖鄉法 雲寺 4 之 12 號,03 799 7126,,,,,,,,,,,,,,,,,,,,,,,
永翊汽車修護中心,741台灣台南市善化區牛庄220-1號,06 583 8688,,,,,,,,,,,,,,,,,,,,,,,
新國家汽車材料行,905台灣屏東縣里港鄉鐵店路31號,08 775 1833,,,,,,,,,,,,,,,,,,,,,,,
久源汽車保養廠,"中華路, 7-169 號, 旗山區高雄市台灣 842",07 661 5800,,,,,,,,,,,,,,,,,,,,,,,
永益汽車保養所,622台灣嘉義縣大林鎮祥和路251號622,05 265 3285,,,,,,,,,,,,,,,,,,,,,,,
全方位汽車保修廠,30643台灣新竹縣關西鎮中豐新路108-5號,03 587 5967,,,,,,,,,,,,,,,,,,,,,,,
義豐汽車保養廠,956台灣台東縣關山鎮德高里,08 993 1903,,,,,,,,,,,,,,,,,,,,,,,
泰安汽車修配廠,527台灣彰化縣大城鄉東平路500號,04 894 1441,,,,,,,,,,,,,,,,,,,,,,,
永舜汽車板金廠,651台灣雲林縣北港鎮民享路64號,05 783 7125,,,,,,,,,,,,,,,,,,,,,,,
登祿普自強輪胎行,956台灣台東縣關山鎮和平路95-1號,08 981 1952,,,,,,,,,,,,,,,,,,,,,,,
樺煒汽車修護廠,732台灣台南市白河區富民路111號,06 685 9117,,,,,,,,,,,,,,,,,,,,,,,
彰信汽車企業社,528台灣彰化縣芳苑鄉二溪路草二段551-1號,04 886 3678,,,,,,,,,,,,,,,,,,,,,,,
弘祥汽車商行,963台灣台東縣太麻里鄉太麻里街56號,08 978 0656,,,,,,,,,,,,,,,,,,,,,,,
MAXXIS瑪吉斯輪胎 - 宗泰輪胎行,"號, No. 2-22中學路旗山區高雄市台灣 842",07 662 3412,,,,,,,,,,,,,,,,,,,,,,,
吉展汽車保養,350台灣苗栗縣竹南鎮真如路388號九 鄰,03 746 5936,,,,,,,,,,,,,,,,,,,,,,,
大牛多功能搬運車,624台灣嘉義縣義竹鄉義工一路6號,0909 533 773,,,,,,,,,,,,,,,,,,,,,,,
仲恆汽車保養廠,307台灣新竹縣芎林鄉富林路二段714-1號,0936 136 077,,,,,,,,,,,,,,,,,,,,,,,
安泰汽車修理廠,312台灣新竹縣橫山鄉中豐路二段439號,03 593 1786,,,,,,,,,,,,,,,,,,,,,,,
正一修配廠,363台灣苗栗縣公館鄉仁愛路一段107號,03 722 6838,,,,,,,,,,,,,,,,,,,,,,,
振宗輪胎行,726台灣學甲區華宗路326號,06 783 2237,,,,,,,,,,,,,,,,,,,,,,,
廣進汽車企業行,553台灣南投縣水里鄉七賢路51號,04 9277 8585,,,,,,,,,,,,,,,,,,,,,,,
嘉大汽車行,616台灣嘉義縣新港鄉菜公厝23之5號,05 374 1447,,,,,,,,,,,,,,,,,,,,,,,
銓威汽車保養廠,540台灣南投縣南投市嘉和一路3號,04 9222 4116,,,,,,,,,,,,,,,,,,,,,,,
永泰汽車保養廠,843台灣高雄市美濃區中山路二段314-1號,07 681 8431,,,,,,,,,,,,,,,,,,,,,,,
振宏汽車修理廠,545台灣南投縣埔里鎮光遠三街79號,04 9298 5180,,,,,,,,,,,,,,,,,,,,,,,
盛泰汽車保修廠,545台灣南投縣埔里鎮南安路318-1號,04 9299 6668,,,,,,,,,,,,,,,,,,,,,,,
嘉雄汽車保養廠,946台灣屏東縣恆春鎮恆南路8之1號,08 889 5052,,,,,,,,,,,,,,,,,,,,,,,
嘉信汽車維修廠,616台灣嘉義縣新港鄉嘉北路39號號,0933 361 904,,,,,,,,,,,,,,,,,,,,,,,
泰一汽車,557台灣南投縣竹山鎮鯉南路26-112號,0928 671 261,,,,,,,,,,,,,,,,,,,,,,,
雙豪汽車材料行,648台灣雲林縣西螺鎮延平路624之1號,05 587 4570,,,,,,,,,,,,,,,,,,,,,,,
德正汽車電機行,944台灣屏東縣車城鄉中山路8號,08 882 2960,,,,,,,,,,,,,,,,,,,,,,,
隆吉汽車保養廠,733台灣台南市東山區新東路二段123號台南市東山區,06 680 5695,,,,,,,,,,,,,,,,,,,,,,,
MICHELIN米其林輪胎-勝新店,640台灣雲林縣斗六市文化路600號,05 533 7889,,,,,,,,,,,,,,,,,,,,,,,
日盛汽車,224台灣新北市瑞芳區逢甲路96號,02 2497 7437,,,,,,,,,,,,,,,,,,,,,,,
清台汽車修配處,310台灣新竹縣竹東鎮中興路一段173號,03 582 3008,,,,,,,,,,,,,,,,,,,,,,,
日順企業社,270台灣宜蘭縣蘇澳鎮濱海路二段373號,03 990 4641,,,,,,,,,,,,,,,,,,,,,,,
鑾成汽車電機行,367台灣苗栗縣三義鄉八股路35號,03 787 2737,,,,,,,,,,,,,,,,,,,,,,,
佳寶汽車修理廠,545台灣南投縣埔里鎮信義路699號,04 9299 6277,,,,,,,,,,,,,,,,,,,,,,,
文成車坊,720台灣台南市官田區75之33號,06 699 0199,,,,,,,,,,,,,,,,,,,,,,,
兄弟汽車,840台灣高雄市大樹區溪埔路57-8號,0937 318 404,,,,,,,,,,,,,,,,,,,,,,,
萬昌輪胎行,545台灣南投縣埔里鎮信義路1076號,04 9291 6856,,,,,,,,,,,,,,,,,,,,,,,
南興汽車保養廠（董春財）,946台灣屏東縣恆春鎮恆南路6-6號,08 889 6376,,,,,,,,,,,,,,,,,,,,,,,
永豐汽車保養廠,366台灣苗栗縣銅鑼鄉中正路11號,03 798 1769,,,,,,,,,,,,,,,,,,,,,,,
泰安車業,52142台灣彰化縣北斗鎮中山路一段122號,04 887 0736,,,,,,,,,,,,,,,,,,,,,,,
進興汽車保養場,604台灣嘉義縣竹崎鄉溪洲61號,05 254 2770,,,,,,,,,,,,,,,,,,,,,,,
連盛汽車修護廠,526台灣彰化縣二林鎮長春路508號,04 896 8545,,,,,,,,,,,,,,,,,,,,,,,
明鴻汽車材料百貨行,357台灣苗栗縣通霄鎮中山路42號,03 775 0736,,,,,,,,,,,,,,,,,,,,,,,
永裕汽車,551台灣南投縣名間鄉彰南路253-8號,04 9273 4665,,,,,,,,,,,,,,,,,,,,,,,
新馬汽車修配,635台灣雲林縣東勢鄉文化路3號,05 699 4919,,,,,,,,,,,,,,,,,,,,,,,
裕鴻汽車保養廠,557台灣南投縣竹山鎮集山路三段1560號,04 9264 3732,,,,,,,,,,,,,,,,,,,,,,,
振發汽車冷氣電機,357台灣苗栗縣通霄鎮中山路150-5號,03 775 6703,,,,,,,,,,,,,,,,,,,,,,,
百年檜木甜甜圈,604台灣嘉義縣竹崎鄉第4鄰號,05 256 1340,,,,,,,,,,,,,,,,,,,,,,,
中裕汽車保養廠,300台灣新竹市東區寶山路402號,03 561 6650,,,,,,,,,,,,,,,,,,,,,,,
順發引擎工作所,714台灣玉井區中山路500號,06 574 2348,,,,,,,,,,,,,,,,,,,,,,,
峪欣工程行,201台灣基隆市信義區培德路11號,02 2466 7220,,,,,,,,,,,,,,,,,,,,,,,
電池專家,55744台灣南投縣竹山鎮建國路132號,04 9500 5000,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 順達汽車,307台灣新竹县芎林乡富林路2段479號,03 592 6835,,,,,,,,,,,,,,,,,,,,,,,
久大汽車快速保養廠,"No. 4-6-6號, Zhongshan Road, 竹山鎮南投縣台灣 557",04 9264 4192,,,,,,,,,,,,,,,,,,,,,,,
鍵德汽車,635台灣雲林縣東勢鄉東榮路82-1號,0929 195 407,,,,,,,,,,,,,,,,,,,,,,,
豆芳華池上豆屋,958台灣台東縣池上鄉4鄰23號197縣道3.5公里處,08 986 3781,,,,,,,,,,,,,,,,,,,,,,,
新復興汽車材料行,310台灣新竹縣竹東鎮長春路三段74號,03 594 1076,,,,,,,,,,,,,,,,,,,,,,,
巨偉汽車維修保養廠,27047台灣宜蘭縣蘇澳鎮蘇濱路一段88-1號,03 990 7238,,,,,,,,,,,,,,,,,,,,,,,
佳成汽車修理,555台灣南投縣魚池鄉魚池街787號,04 9289 7625,,,,,,,,,,,,,,,,,,,,,,,
苗栗上億汽車,363台灣苗栗縣公館鄉五谷201之5號,03 722 5958,,,,,,,,,,,,,,,,,,,,,,,
和記行汽車有限公司,726台灣台南市學甲區中正路566號,06 782 0159,,,,,,,,,,,,,,,,,,,,,,,
榮程汽車材料行,524台灣彰化縣溪州鄉大庄村,04 880 1961,,,,,,,,,,,,,,,,,,,,,,,
萬年企業社,262台灣宜蘭縣礁溪鄉中山路一段2號,03 988 8535,,,,,,,,,,,,,,,,,,,,,,,
順千汽車維修中心,357台灣苗栗縣通霄鎮環市路一段17號,03 775 2907,,,,,,,,,,,,,,,,,,,,,,,
利嘉汽車保修廠,907台灣屏東縣鹽埔鄉仕正路11號之9號,08 793 8338,,,,,,,,,,,,,,,,,,,,,,,
同福輪胎行,207台灣新北市萬里區127之8號,02 2492 2228,,,,,,,,,,,,,,,,,,,,,,,
三益輪胎行,906台灣屏東縣高樹鄉興中路17號,08 796 6637,,,,,,,,,,,,,,,,,,,,,,,
久隆汽車修護場,726台灣台南市學甲區中正路378號,06 783 4414,,,,,,,,,,,,,,,,,,,,,,,
富益汽車修護廠,"之 號, No. 174中正路三義鄉苗栗縣台灣 367",0932 551 213,,,,,,,,,,,,,,,,,,,,,,,
鴻億汽車修護廠,622台灣嘉義縣大林鎮祥和路137-1號,05 265 3128,,,,,,,,,,,,,,,,,,,,,,,
美和汽車保養廠,912台灣屏東縣內埔鄉學人路302號,08 779 5850,,,,,,,,,,,,,,,,,,,,,,,
力順車業,842台灣高雄市旗山區中華路574號號,07 662 2353,,,,,,,,,,,,,,,,,,,,,,,
富全汽車 保養-修護,30643台灣新竹縣關西鎮中豐新路108-1號,03 587 8859,,,,,,,,,,,,,,,,,,,,,,,
MICHELIN米其林輪胎-扶固店,224台灣新北市瑞芳區三爪子坑路64號,02 2496 9091,,,,,,,,,,,,,,,,,,,,,,,
明新汽車,261台灣宜蘭縣頭城鎮青雲路二段98號,03 977 2411,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 明興汽車,611台灣嘉义县民雄乡文隆村10鄰47之19號,05 206 6928,,,,,,,,,,,,,,,,,,,,,,,
偉晟汽車保養廠,369台灣苗栗縣卓蘭鎮中正西路81-2號,04 2589 6810,,,,,,,,,,,,,,,,,,,,,,,
寶宸汽車修護中心,326台灣桃園市楊梅區環南路149號,0938 948 611,,,,,,,,,,,,,,,,,,,,,,,
嘉全修車廠,"號, No. 47南昌路大湖鄉苗栗縣台灣 364",03 799 6898,,,,,,,,,,,,,,,,,,,,,,,
正翔汽車修護,632台灣雲林縣虎尾鎮大屯17-2號,0919 548 661,,,,,,,,,,,,,,,,,,,,,,,
ACDelco寶晟汽車保養廠-旗山,842台灣高雄市旗山區中學路2-28號,07 662 8290,,,,,,,,,,,,,,,,,,,,,,,
信安汽車電機行,528台灣彰化縣芳苑鄉芳漢路王功段532-80號,0932 185 029,,,,,,,,,,,,,,,,,,,,,,,
金門汽車商行,634台灣雲林縣褒忠鄉三民路241號,05 697 1088,,,,,,,,,,,,,,,,,,,,,,,
ACDelco勝裕汽車專業保養中心-名間,551台灣南投縣名間鄉名竹路175號,04 9273 7395,,,,,,,,,,,,,,,,,,,,,,,
台南 順達店|路馳揚汽車養護專家,734台灣台南市六甲區中山路96號,06 698 9258,,,,,,,,,,,,,,,,,,,,,,,
頂興汽車修理廠,553台灣南投縣水里鄉頂崁巷34之1號,04 9277 0898,,,,,,,,,,,,,,,,,,,,,,,
榮和汽車電機百貨行,366台灣苗栗縣銅鑼鄉中正路308號,03 798 2288,,,,,,,,,,,,,,,,,,,,,,,
振農工作所,905台灣屏東縣里港鄉塔樓路1之14號,08 772 1313,,,,,,,,,,,,,,,,,,,,,,,
泰頡汽車保養廠,622台灣嘉義縣大林鎮中正路853號,05 264 2068,,,,,,,,,,,,,,,,,,,,,,,
明峰汽車修護廠,924台灣屏東縣崁頂鄉中正路1之9號,08 863 2943,,,,,,,,,,,,,,,,,,,,,,,
世昌汽車修配廠,551台灣南投縣名間鄉名松路二段192號,04 9258 1166,,,,,,,,,,,,,,,,,,,,,,,
豐禾汽車(總店),300台灣新竹市東區高翠路230之1號,03 562 3618,,,,,,,,,,,,,,,,,,,,,,,
裕龍汽車修理廠,557台灣南投縣竹山鎮集山路二段21號,04 9262 3441,,,,,,,,,,,,,,,,,,,,,,,
新泰汽車傳動軸,525台灣彰化縣竹塘鄉光明路525號竹田巷17之8號,0979 293 225,,,,,,,,,,,,,,,,,,,,,,,
銘宗車工坊,606台灣嘉義縣中埔鄉中山高速公路23之1號,05 203 0123,,,,,,,,,,,,,,,,,,,,,,,
尚易汽車配件行,552台灣南投縣集集鎮集鹿路186號,04 9276 4996,,,,,,,,,,,,,,,,,,,,,,,
宏隆汽車板金熔接所,732台灣台南市白河區新厝子1之121號,06 685 2505,,,,,,,,,,,,,,,,,,,,,,,
峻豪國際車業,526台灣彰化縣二林鎮斗苑路四段133號,0939 077 777,,,,,,,,,,,,,,,,,,,,,,,
嘉義太保永德福,612台灣嘉義縣太保市南埤路48號之7號,05 238 7626,,,,,,,,,,,,,,,,,,,,,,,
銓鎧車業,262台灣宜蘭縣礁溪鄉中山路一段292號,03 988 0588,,,,,,,,,,,,,,,,,,,,,,,
永輝汽車,252台灣新北市三芝區淡金路一段22號,02 2636 1234,,,,,,,,,,,,,,,,,,,,,,,
昌裕汽車修車廠,"號, No. 557南安路埔里鎮南投縣台灣 545",04 9291 1409,,,,,,,,,,,,,,,,,,,,,,,
全順汽車保養所,557台灣南投縣竹山鎮前山路一段131號,0932 644 555,,,,,,,,,,,,,,,,,,,,,,,
大林汽車修理廠,622台灣嘉義縣大林鎮中興路二段62號,05 265 6861,,,,,,,,,,,,,,,,,,,,,,,
順益輪胎行,654台灣雲林縣四湖鄉中正路275之5號,05 787 2122,,,,,,,,,,,,,,,,,,,,,,,
通發汽車修理部,270台灣宜蘭縣蘇澳鎮聖愛路11號,03 995 1753,,,,,,,,,,,,,,,,,,,,,,,
順安汽車保養廠,625台灣嘉義縣布袋鎮見龍里,05 347 9861,,,,,,,,,,,,,,,,,,,,,,,
Honda本田,260台灣宜蘭縣宜蘭市中山路五段247號,03 928 9800,,,,,,,,,,,,,,,,,,,,,,,
光陽生活精品,545台灣南投縣埔里鎮中山路二段310號,04 9298 7547,,,,,,,,,,,,,,,,,,,,,,,
KIA起亞商用車卡旺-台南新營-大豐汽車,730台灣台南市新營區開元路86-1號省公路台,0910 745 410,,,,,,,,,,,,,,,,,,,,,,,
佳明汽車,"號, 將軍區台南市台灣 725",06 794 6483,,,,,,,,,,,,,,,,,,,,,,,
弘坤車工坊,732台灣台南市白河區172縣道,06 685 5750,,,,,,,,,,,,,,,,,,,,,,,
增鴻汽車,31061台灣新竹縣竹東鎮中興路四段840號,03 582 2792,,,,,,,,,,,,,,,,,,,,,,,
金慶汽車修理行,314台灣新竹縣北埔鄉長春街37號,03 580 1279,,,,,,,,,,,,,,,,,,,,,,,
隆益汽車保養廠,616台灣嘉義縣新港鄉中正路131號,05 374 6811,,,,,,,,,,,,,,,,,,,,,,,
鋒達汽車修護,557台灣南投縣竹山鎮集山路三段509號,04 9265 5886,,,,,,,,,,,,,,,,,,,,,,,
MAXXIS瑪吉斯輪胎 - 合群電腦四輪定位,310台灣新竹縣竹東鎮中山路56-1號,03 595 7836,,,,,,,,,,,,,,,,,,,,,,,
金興輪胎,941台灣屏東縣枋山鄉中山路三段52-10號,08 876 1776,,,,,,,,,,,,,,,,,,,,,,,
勝峰汽車保養廠,208台灣新北市金山區環金路201號,02 2498 6967,,,,,,,,,,,,,,,,,,,,,,,
世新汽車保養場,606台灣嘉義縣中埔鄉十字路2之10號,05 253 0525,,,,,,,,,,,,,,,,,,,,,,,
泰源輪胎行,224台灣新北市瑞芳區中山路326號,02 2497 3800,,,,,,,,,,,,,,,,,,,,,,,
福興汽車保養所,524台灣彰化縣溪州鄉中山路四段37號,04 889 0090,,,,,,,,,,,,,,,,,,,,,,,
順發汽車材料行,905台灣屏東縣里港鄉中山南路3-2號,08 775 0299,,,,,,,,,,,,,,,,,,,,,,,
嘉駿汽車保養場,732台灣台南市白河區中山路278號,06 685 0969,,,,,,,,,,,,,,,,,,,,,,,
紘藝車業,"72048 號, 南111鄉道官田區台南市台灣 720",06 690 2837,,,,,,,,,,,,,,,,,,,,,,,
世強車業,300台灣新竹市東區東南街241號,03 575 3471,,,,,,,,,,,,,,,,,,,,,,,
輝宏汽車電機,555台灣南投縣魚池鄉魚池街753號,04 9289 6945,,,,,,,,,,,,,,,,,,,,,,,
新竹 進發輪胎車業 公道店,310台灣新竹縣竹東鎮公道路934號,03 583 0999,,,,,,,,,,,,,,,,,,,,,,,
杰力車店,905台灣屏東縣里港鄉中山路19號,08 772 2072,,,,,,,,,,,,,,,,,,,,,,,
順發汽車材料行,946台灣屏東縣恆春鎮省北路95號,08 889 2517,,,,,,,,,,,,,,,,,,,,,,,
金車噶瑪蘭威士忌 酒廠,264台灣宜蘭縣員山鄉員山路二段326號,03 922 9000#1104,,,,,,,,,,,,,,,,,,,,,,,
群益汽車保修場,653台灣雲林縣口湖鄉拔拉腳66號,05 789 2392,,,,,,,,,,,,,,,,,,,,,,,
正興汽車修護場,552台灣南投縣集集鎮民權路141之5號,04 9276 1795,,,,,,,,,,,,,,,,,,,,,,,
儒興汽車,553台灣南投縣水里鄉中山路二段327號,04 9277 4327,,,,,,,,,,,,,,,,,,,,,,,
隆興汽車商行,635台灣雲林縣東勢鄉東勢東路349號,05 699 5917,,,,,,,,,,,,,,,,,,,,,,,
國榮汽車修理廠,366台灣苗栗縣銅鑼鄉13之2號,03 722 9586,,,,,,,,,,,,,,,,,,,,,,,
志明汽車修理廠,366台灣苗栗縣銅鑼鄉10之5,03 798 2889,,,,,,,,,,,,,,,,,,,,,,,
